0,0,0,0,0,0,-101,0,0,-210,0,0,0,0,0,0,0,-1311,0
0,0,0,0,0,0,-710,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-20,0,0,-10,-10,-20,0,0,0,0,0,0,-10,0,0,0,-10
0,0,0,0,0,0,-211,0,0,0,0,0,0,0,0,0,0,-2521,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0
0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,-10,0,0
0,0,-20,0,0,-20,-100,-10,0,0,0,0,0,-10,0,0,0,0,0
0,0,-10,0,0,-10,0,-10,0,0,0,0,0,0,-10,0,0,0,-10
0,0,-10,0,0,-10,0,0,0,0,0,0,0,0,0,-100,-1021,0,0
0,0,-10,0,0,0,-10,-10,0,0,0,0,0,0,-10,0,0,0,-10
0,0,0,0,-101,-110,0,0,0,0,0,0,0,0,0,-100,-10,-10,0
0,0,0,0,0,0,-100,-10,0,-10,0,0,0,0,0,-10,0,0,0
0,0,-1000,0,0,-20,0,-20,0,0,0,0,0,-10,0,0,0,0,0
0,0,0,0,0,0,-10,0,0,-11,0,0,0,-10,0,-10,-10,0,0
0,0,-10,0,-100,0,-10,0,0,0,0,0,0,0,-10,0,-1,0,-10
0,0,-10,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0
0,0,0,0,0,0,-10,0,0,0,0,0,0,-11,0,0,-10,0,0
0,0,-120,0,0,-10,-100,-20,0,0,0,0,0,0,0,-100,0,-10,0
0,0,0,0,0,0,0,0,0,0,0,0,-100,0,-10,0,0,0,-10
0,0,-10,0,-100,-220,0,0,0,0,0,0,0,-10,0,0,-10,0,0
0,0,0,0,0,0,-20,0,0,0,0,0,0,-10,0,0,-10,0,0
0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,-1
0,0,-20,0,-100,-1000,0,-10,0,0,0,0,0,-20,0,0,-10,0,0
0,0,-10,0,0,0,0,-810,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0,-301,0
0,0,-30,0,0,-10,0,-1000,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,-10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-600,0,0,0,0,0,-310,0,0,0,-10,0,-100,0,0,0
0,0,0,-500,0,0,0,0,0,-1000,0,0,0,0,0,-10,0,0,0
0,0,-11,0,0,-10,0,-10,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-10,0,-1,0,0,-10,0,0,0,0,0,-10,-10,0,0,0,-10
0,0,-10,0,0,-10,-100,-10,0,0,0,0,0,0,0,0,0,0,0
0,0,-10,0,0,0,-20,-100,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-1701,0,0,0,0,0,0,0,-110,0,0,0
0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,-100,0,-10,0
0,0,-10,0,0,-10,0,0,0,0,0,0,0,-1000,0,0,-10,0,0
0,0,0,0,0,0,0,-100,0,0,0,0,0,0,-20,0,0,0,-20
0,0,0,0,0,-10,0,-10,0,0,0,0,0,0,0,0,-10,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,-20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20,0,0,0,-20
0,0,-10,-500,0,0,0,0,0,-510,0,0,0,0,0,-11,0,0,0
0,0,0,0,0,0,-1100,0,0,0,0,0,0,0,-20,0,0,0,-20
0,0,0,-500,0,0,0,0,0,-500,0,0,0,0,0,-401,0,0,0
0,0,0,0,0,0,-101,0,0,-210,0,0,0,0,0,-10,0,-101,0
0,0,0,0,0,0,-6111,0,0,0,0,0,0,0,0,-10,0,-601,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,-10
0,0,0,--1000,0,0,0,0,0,-500,0,0,0,0,0,-110,-10,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,-10
0,0,-20,0,0,-10,0,0,0,0,0,0,0,-10,0,-1,0,0,0
0,0,-30,0,0,-10,0,-220,0,-1,0,0,0,0,-10,0,0,-200,-10
0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,-1000,0,0,0
0,0,0,0,-1,0,0,0,0,0,0,0,0,-10,0,0,0,-10,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-100,0,-10,0
0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,0,-1000,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,-10
0,0,-20,0,0,-10,0,-20,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-500,0,0,-101,0,0,-500,0,0,0,0,0,-100,0,-1,0
0,0,0,0,0,-10,0,0,0,0,0,0,0,-10,0,-10,-20,0,0
0,0,0,0,0,0,-301,0,0,0,0,0,0,0,0,0,0,-1000,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20,0,0,0,-1000
